src,rel,dst,evidence,value,strength
path_7df8f540,GOVERNED_BY,rule_lds,,,weak
path_c0e7d4d8,GOVERNED_BY,rule_lds,,,weak
path_ce5fe61d,GOVERNED_BY,rule_lds,,,weak
path_52a7827e,GOVERNED_BY,rule_lds,,,weak
path_b96514ff,GOVERNED_BY,rule_lds,,,weak
path_95ed146d,GOVERNED_BY,rule_lds,,,weak
path_66cee36b,GOVERNED_BY,rule_lds,,,weak
path_76187cee,GOVERNED_BY,rule_lds,,,weak
path_eaa3397c,GOVERNED_BY,rule_lds,,,weak
path_40dcc282,GOVERNED_BY,rule_lds,,,weak
path_8617563d,GOVERNED_BY,rule_lds,,,weak
path_a712f631,GOVERNED_BY,rule_lds,,,weak
path_d7e41e5d,GOVERNED_BY,rule_lds,,,weak
path_80c2a068,GOVERNED_BY,rule_lds,,,weak
path_e865311f,GOVERNED_BY,rule_lds,,,weak
path_cc2ac2ff,GOVERNED_BY,rule_lds,,,weak
path_cd443449,GOVERNED_BY,rule_lds,,,weak
path_08e15280,GOVERNED_BY,rule_lds,,,weak
path_3d335d79,GOVERNED_BY,rule_lds,,,weak
path_7ca8f48b,GOVERNED_BY,rule_lds,,,weak
path_ad294ec8,GOVERNED_BY,rule_lds,,,weak
path_379287fe,GOVERNED_BY,rule_lds,,,weak
path_c7a1cdc9,GOVERNED_BY,rule_lds,,,weak
path_ab802807,GOVERNED_BY,rule_lds,,,weak
path_5d6d28a1,GOVERNED_BY,rule_lds,,,weak
path_15b88e98,GOVERNED_BY,rule_lds,,,weak
path_91196762,GOVERNED_BY,rule_lds,,,weak
path_736bc1b8,GOVERNED_BY,rule_lds,,,weak
path_e035e0a4,GOVERNED_BY,rule_lds,,,weak
path_aa64c5e9,GOVERNED_BY,rule_lds,,,weak
path_d55020d8,GOVERNED_BY,rule_lds,,,weak
path_77976394,GOVERNED_BY,rule_lds,,,weak
path_a3a96fd8,GOVERNED_BY,rule_lds,,,weak
path_8f9da51f,GOVERNED_BY,rule_lds,,,weak
path_0783a3a6,GOVERNED_BY,rule_lds,,,weak
path_78cca852,GOVERNED_BY,rule_lds,,,weak
path_d013e84e,GOVERNED_BY,rule_lds,,,weak
path_29423cd2,GOVERNED_BY,rule_lds,,,weak
path_a94501aa,GOVERNED_BY,rule_lds,,,weak
path_e59426dd,GOVERNED_BY,rule_lds,,,weak
path_bbd6c3a6,GOVERNED_BY,rule_lds,,,weak
path_ae4ed367,GOVERNED_BY,rule_lds,,,weak
path_0588d44f,GOVERNED_BY,rule_lds,,,weak
path_6500092e,GOVERNED_BY,rule_lds,,,weak
path_97c56fc3,GOVERNED_BY,rule_lds,,,weak
path_33f7211b,GOVERNED_BY,rule_lds,,,weak
path_d61632ef,GOVERNED_BY,rule_lds,,,weak
path_6258a82d,GOVERNED_BY,rule_lds,,,weak
path_c3585891,GOVERNED_BY,rule_lds,,,weak
path_2bffd8d6,GOVERNED_BY,rule_lds,,,weak
path_ae4f2cf8,GOVERNED_BY,rule_lds,,,weak
path_4b8b887c,GOVERNED_BY,rule_lds,,,weak
path_73db3dab,GOVERNED_BY,rule_lds,,,weak
path_c3479a9a,GOVERNED_BY,rule_lds,,,weak
path_fc2e5ee3,GOVERNED_BY,rule_lds,,,weak
path_0fe12cf2,GOVERNED_BY,rule_lds,,,weak
path_0c6cf784,GOVERNED_BY,rule_lds,,,weak
path_ad7c9261,GOVERNED_BY,rule_lds,,,weak
path_2e7e05b8,GOVERNED_BY,rule_lds,,,weak
path_c72d8c97,GOVERNED_BY,rule_lds,,,weak
path_6dc04fb2,GOVERNED_BY,rule_lds,,,weak
path_4a59e99f,GOVERNED_BY,rule_lds,,,weak
path_a576df8c,GOVERNED_BY,rule_lds,,,weak
path_62365780,GOVERNED_BY,rule_lds,,,weak
path_d7009234,GOVERNED_BY,rule_lds,,,weak
path_4250b9ad,GOVERNED_BY,rule_lds,,,weak
path_12b91375,GOVERNED_BY,rule_lds,,,weak
path_fc465ab9,GOVERNED_BY,rule_lds,,,weak
path_e1cfcc79,GOVERNED_BY,rule_lds,,,weak
path_9c4782f1,GOVERNED_BY,rule_lds,,,weak
path_425c299a,GOVERNED_BY,rule_lds,,,weak
path_e6b3372f,GOVERNED_BY,rule_lds,,,weak
path_bc1a4460,GOVERNED_BY,rule_lds,,,weak
path_9212780a,GOVERNED_BY,rule_lds,,,weak
path_5addd58c,GOVERNED_BY,rule_lds,,,weak
path_7b1bf4c9,GOVERNED_BY,rule_lds,,,weak
path_a6e322fc,GOVERNED_BY,rule_lds,,,weak
path_48a3d164,GOVERNED_BY,rule_lds,,,weak
path_4b9ef615,GOVERNED_BY,rule_lds,,,weak
path_a1356059,GOVERNED_BY,rule_lds,,,weak
path_cc55e19d,GOVERNED_BY,rule_lds,,,weak
path_e2db740c,GOVERNED_BY,rule_lds,,,weak
path_e5d6ec0e,GOVERNED_BY,rule_lds,,,weak
path_d1ef34ec,GOVERNED_BY,rule_lds,,,weak
path_3c264e1c,GOVERNED_BY,rule_lds,,,weak
path_ec6b9d71,GOVERNED_BY,rule_lds,,,weak
path_4fcc0a5e,GOVERNED_BY,rule_lds,,,weak
path_e7bb311a,GOVERNED_BY,rule_lds,,,weak
path_d1ad969e,GOVERNED_BY,rule_lds,,,weak
path_56275fe5,GOVERNED_BY,rule_lds,,,weak
path_f3b2828f,GOVERNED_BY,rule_lds,,,weak
path_c29f47f2,GOVERNED_BY,rule_lds,,,weak
path_f9528f5f,GOVERNED_BY,rule_lds,,,weak
path_fe918084,GOVERNED_BY,rule_lds,,,weak
path_9c9bb6f7,GOVERNED_BY,rule_lds,,,weak
path_d679d73b,GOVERNED_BY,rule_lds,,,weak
path_096f3f65,GOVERNED_BY,rule_lds,,,weak
path_fbae35de,GOVERNED_BY,rule_lds,,,weak
path_57b51588,GOVERNED_BY,rule_lds,,,weak
path_98ac71a0,GOVERNED_BY,rule_lds,,,weak
path_e0834fbf,GOVERNED_BY,rule_lds,,,weak
path_ec470400,GOVERNED_BY,rule_lds,,,weak
path_de99589d,GOVERNED_BY,rule_lds,,,weak
path_f9ec5c64,GOVERNED_BY,rule_lds,,,weak
path_22082f6b,GOVERNED_BY,rule_lds,,,weak
path_9e83e3d7,GOVERNED_BY,rule_lds,,,weak
path_03c1982e,GOVERNED_BY,rule_lds,,,weak
path_1e3ae019,GOVERNED_BY,rule_lds,,,weak
path_6f7af7c6,GOVERNED_BY,rule_lds,,,weak
path_87b7aea3,GOVERNED_BY,rule_lds,,,weak
path_3ef45748,GOVERNED_BY,rule_lds,,,weak
path_469f6cf8,GOVERNED_BY,rule_lds,,,weak
path_cdb665d5,GOVERNED_BY,rule_lds,,,weak
path_cd153038,GOVERNED_BY,rule_lds,,,weak
path_fe97cabb,GOVERNED_BY,rule_lds,,,weak
path_26c208a4,GOVERNED_BY,rule_lds,,,weak
path_a3f38556,GOVERNED_BY,rule_lds,,,weak
path_c713fbef,GOVERNED_BY,rule_lds,,,weak
path_e60806d5,GOVERNED_BY,rule_lds,,,weak
path_16e5081d,GOVERNED_BY,rule_lds,,,weak
path_e4f281ce,GOVERNED_BY,rule_lds,,,weak
path_45b0a19d,GOVERNED_BY,rule_lds,,,weak
path_9a93e349,GOVERNED_BY,rule_lds,,,weak
path_054befaa,GOVERNED_BY,rule_lds,,,weak
path_b37f079e,GOVERNED_BY,rule_lds,,,weak
path_db41812e,GOVERNED_BY,rule_lds,,,weak
path_256faf2c,GOVERNED_BY,rule_lds,,,weak
path_af65bf83,GOVERNED_BY,rule_lds,,,weak
path_b5cd0d69,GOVERNED_BY,rule_lds,,,weak
path_4326914f,GOVERNED_BY,rule_lds,,,weak
path_9656c238,GOVERNED_BY,rule_lds,,,weak
path_cd0a4d3e,GOVERNED_BY,rule_lds,,,weak
path_b9f9580d,GOVERNED_BY,rule_lds,,,weak
path_5852a3fe,GOVERNED_BY,rule_lds,,,weak
path_8e105803,GOVERNED_BY,rule_lds,,,weak
path_46a89805,GOVERNED_BY,rule_lds,,,weak
path_57e9aede,GOVERNED_BY,rule_lds,,,weak
path_cbd4ae6e,GOVERNED_BY,rule_lds,,,weak
path_e38cf466,GOVERNED_BY,rule_lds,,,weak
path_4d7e6f8c,GOVERNED_BY,rule_lds,,,weak
path_ef9e6419,GOVERNED_BY,rule_lds,,,weak
path_d6ffa366,GOVERNED_BY,rule_lds,,,weak
path_869763f7,GOVERNED_BY,rule_lds,,,weak
path_8ba7cdcd,GOVERNED_BY,rule_lds,,,weak
path_78364ebe,GOVERNED_BY,rule_lds,,,weak
path_a1c936d2,GOVERNED_BY,rule_lds,,,weak
path_7d8a9977,GOVERNED_BY,rule_lds,,,weak
path_b3840916,GOVERNED_BY,rule_lds,,,weak
path_3c565f7c,GOVERNED_BY,rule_lds,,,weak
path_47afd311,GOVERNED_BY,rule_lds,,,weak
path_896b80dc,GOVERNED_BY,rule_lds,,,weak
path_709f363b,GOVERNED_BY,rule_lds,,,weak
path_e86c2e98,GOVERNED_BY,rule_lds,,,weak
path_21fccbb0,GOVERNED_BY,rule_lds,,,weak
path_bd18a175,GOVERNED_BY,rule_lds,,,weak
path_b4ce610d,GOVERNED_BY,rule_lds,,,weak
path_f9147b2d,GOVERNED_BY,rule_lds,,,weak
path_14540ec8,GOVERNED_BY,rule_lds,,,weak
path_f7caf420,GOVERNED_BY,rule_lds,,,weak
path_8118d0b8,GOVERNED_BY,rule_lds,,,weak
path_947a4956,GOVERNED_BY,rule_lds,,,weak
path_21daa2a0,GOVERNED_BY,rule_lds,,,weak
path_78ce0a6a,GOVERNED_BY,rule_lds,,,weak
path_34ea5449,GOVERNED_BY,rule_lds,,,weak
path_1b2eb54a,GOVERNED_BY,rule_lds,,,weak
path_a88977bb,GOVERNED_BY,rule_lds,,,weak
path_67469bf4,GOVERNED_BY,rule_lds,,,weak
path_41d6e93f,GOVERNED_BY,rule_lds,,,weak
path_a771ae06,GOVERNED_BY,rule_lds,,,weak
path_93b6fc7a,GOVERNED_BY,rule_lds,,,weak
path_fd0f3633,GOVERNED_BY,rule_lds,,,weak
path_acbfecb8,GOVERNED_BY,rule_lds,,,weak
path_b63fa8bb,GOVERNED_BY,rule_lds,,,weak
path_e0587dae,GOVERNED_BY,rule_lds,,,weak
path_9376541c,GOVERNED_BY,rule_lds,,,weak
path_39c4b972,GOVERNED_BY,rule_lds,,,weak
path_7e4f931c,GOVERNED_BY,rule_lds,,,weak
path_b1912169,GOVERNED_BY,rule_lds,,,weak
path_d14dec33,GOVERNED_BY,rule_lds,,,weak
path_c635d4de,GOVERNED_BY,rule_lds,,,weak
path_3b06249b,GOVERNED_BY,rule_lds,,,weak
path_da210a7b,GOVERNED_BY,rule_lds,,,weak
path_10bcf18c,GOVERNED_BY,rule_lds,,,weak
path_3ebc2c16,GOVERNED_BY,rule_lds,,,weak
path_9788d570,GOVERNED_BY,rule_lds,,,weak
path_16845941,GOVERNED_BY,rule_lds,,,weak
path_8b98e99e,GOVERNED_BY,rule_lds,,,weak
path_67c96515,GOVERNED_BY,rule_lds,,,weak
path_7011194a,GOVERNED_BY,rule_lds,,,weak
path_305c5fb2,GOVERNED_BY,rule_lds,,,weak
path_50a6af27,GOVERNED_BY,rule_lds,,,weak
path_711f6480,GOVERNED_BY,rule_lds,,,weak
path_51712623,GOVERNED_BY,rule_lds,,,weak
path_d5ff01ee,GOVERNED_BY,rule_lds,,,weak
path_20762114,GOVERNED_BY,rule_lds,,,weak
path_ae34448b,GOVERNED_BY,rule_lds,,,weak
path_9de8d472,GOVERNED_BY,rule_lds,,,weak
path_fbdf4783,GOVERNED_BY,rule_lds,,,weak
path_8d1fdf52,GOVERNED_BY,rule_lds,,,weak
path_070be051,GOVERNED_BY,rule_lds,,,weak
path_08523b2c,GOVERNED_BY,rule_lds,,,weak
path_734e79d8,GOVERNED_BY,rule_lds,,,weak
path_2939fc44,GOVERNED_BY,rule_lds,,,weak
path_49def797,GOVERNED_BY,rule_lds,,,weak
path_ab093ff5,GOVERNED_BY,rule_lds,,,weak
path_45ab9fe1,GOVERNED_BY,rule_lds,,,weak
path_f60a6c83,GOVERNED_BY,rule_lds,,,weak
path_c9c36683,GOVERNED_BY,rule_lds,,,weak
path_fdbf9988,GOVERNED_BY,rule_lds,,,weak
path_c06a7417,GOVERNED_BY,rule_lds,,,weak
path_9b53206b,GOVERNED_BY,rule_lds,,,weak
path_b23c4ec7,GOVERNED_BY,rule_lds,,,weak
path_e2b73d90,GOVERNED_BY,rule_lds,,,weak
path_9ad21769,GOVERNED_BY,rule_lds,,,weak
path_f7f4822a,GOVERNED_BY,rule_lds,,,weak
path_139c9570,GOVERNED_BY,rule_lds,,,weak
path_e7bbbbac,GOVERNED_BY,rule_lds,,,weak
path_7150e359,GOVERNED_BY,rule_lds,,,weak
path_feb04c80,GOVERNED_BY,rule_lds,,,weak
path_5ea32c8f,GOVERNED_BY,rule_lds,,,weak
path_675cb84d,GOVERNED_BY,rule_lds,,,weak
path_8140a95c,GOVERNED_BY,rule_lds,,,weak
path_fcbaa6f4,GOVERNED_BY,rule_lds,,,weak
path_1103f193,GOVERNED_BY,rule_lds,,,weak
path_98921bdf,GOVERNED_BY,rule_lds,,,weak
path_7b3a916b,GOVERNED_BY,rule_lds,,,weak
path_61e12cfe,GOVERNED_BY,rule_lds,,,weak
path_3dfc1e01,GOVERNED_BY,rule_lds,,,weak
path_b952a898,GOVERNED_BY,rule_lds,,,weak
path_794c80ff,GOVERNED_BY,rule_lds,,,weak
path_c123215c,GOVERNED_BY,rule_lds,,,weak
path_2c87f88a,GOVERNED_BY,rule_lds,,,weak
path_b49ee596,GOVERNED_BY,rule_lds,,,weak
path_187f5c40,GOVERNED_BY,rule_lds,,,weak
path_b5e8340f,GOVERNED_BY,rule_lds,,,weak
path_be7dcf99,GOVERNED_BY,rule_lds,,,weak
path_7fb662c4,GOVERNED_BY,rule_lds,,,weak
path_c60a119f,GOVERNED_BY,rule_lds,,,weak
path_ad63fcac,GOVERNED_BY,rule_lds,,,weak
path_72f50aab,GOVERNED_BY,rule_lds,,,weak
path_3e2f7f56,GOVERNED_BY,rule_lds,,,weak
path_b64521f3,GOVERNED_BY,rule_lds,,,weak
path_612bb0e3,GOVERNED_BY,rule_lds,,,weak
path_ec0540ea,GOVERNED_BY,rule_lds,,,weak
path_576b7912,GOVERNED_BY,rule_lds,,,weak
path_f6422c03,GOVERNED_BY,rule_lds,,,weak
path_046db863,GOVERNED_BY,rule_lds,,,weak
path_01bbfb60,GOVERNED_BY,rule_lds,,,weak
path_37f44906,GOVERNED_BY,rule_lds,,,weak
path_cc066ffa,GOVERNED_BY,rule_lds,,,weak
path_f15b7390,GOVERNED_BY,rule_lds,,,weak
path_021c9af9,GOVERNED_BY,rule_lds,,,weak
path_43a0a141,GOVERNED_BY,rule_lds,,,weak
path_45893246,GOVERNED_BY,rule_lds,,,weak
path_2ed6e008,GOVERNED_BY,rule_lds,,,weak
path_6de2233f,GOVERNED_BY,rule_lds,,,weak
path_4ebe29e1,GOVERNED_BY,rule_lds,,,weak
path_25337163,GOVERNED_BY,rule_lds,,,weak
path_948a6bbe,GOVERNED_BY,rule_lds,,,weak
path_0a0f5ce1,GOVERNED_BY,rule_lds,,,weak
path_0b319984,GOVERNED_BY,rule_lds,,,weak
path_02ae6325,GOVERNED_BY,rule_lds,,,weak
path_77ef6d31,GOVERNED_BY,rule_lds,,,weak
path_16129754,GOVERNED_BY,rule_lds,,,weak
path_86b804d1,GOVERNED_BY,rule_lds,,,weak
path_aca97d3d,GOVERNED_BY,rule_lds,,,weak
path_44a85628,GOVERNED_BY,rule_lds,,,weak
path_59e9498d,GOVERNED_BY,rule_lds,,,weak
path_fe7abf5c,GOVERNED_BY,rule_lds,,,weak
path_7a8ace51,GOVERNED_BY,rule_lds,,,weak
path_96902849,GOVERNED_BY,rule_lds,,,weak
path_34c9ff8f,GOVERNED_BY,rule_lds,,,weak
path_ade9c653,GOVERNED_BY,rule_lds,,,weak
path_a9437195,GOVERNED_BY,rule_lds,,,weak
path_641f834f,GOVERNED_BY,rule_lds,,,weak
path_c687af40,GOVERNED_BY,rule_lds,,,weak
path_dfaae133,GOVERNED_BY,rule_lds,,,weak
path_31ed88b7,GOVERNED_BY,rule_lds,,,weak
path_5a75b8fb,GOVERNED_BY,rule_lds,,,weak
path_3ceadd99,GOVERNED_BY,rule_lds,,,weak
path_a349640e,GOVERNED_BY,rule_lds,,,weak
path_28d5e8cd,GOVERNED_BY,rule_lds,,,weak
path_66d7dacb,GOVERNED_BY,rule_lds,,,weak
path_d47eb160,GOVERNED_BY,rule_lds,,,weak
path_686b0d97,GOVERNED_BY,rule_lds,,,weak
path_ac0e1143,GOVERNED_BY,rule_lds,,,weak
path_dbc74531,GOVERNED_BY,rule_lds,,,weak
path_ac2d9d70,GOVERNED_BY,rule_lds,,,weak
path_c91cf67e,GOVERNED_BY,rule_lds,,,weak
path_bf3cd2c4,GOVERNED_BY,rule_lds,,,weak
path_ef50ccb0,GOVERNED_BY,rule_lds,,,weak
path_4a2728cf,GOVERNED_BY,rule_lds,,,weak
path_b80a83df,GOVERNED_BY,rule_lds,,,weak
path_7ed75a20,GOVERNED_BY,rule_lds,,,weak
path_33c72d44,GOVERNED_BY,rule_lds,,,weak
path_9a5d574f,GOVERNED_BY,rule_lds,,,weak
path_33191b62,GOVERNED_BY,rule_lds,,,weak
path_c2dafbcf,GOVERNED_BY,rule_lds,,,weak
path_6c41d19e,GOVERNED_BY,rule_lds,,,weak
path_0b995c33,GOVERNED_BY,rule_lds,,,weak
path_bd8c4bbf,GOVERNED_BY,rule_lds,,,weak
path_cd5f8a6a,GOVERNED_BY,rule_lds,,,weak
path_cdad69de,GOVERNED_BY,rule_lds,,,weak
path_456fc0de,GOVERNED_BY,rule_lds,,,weak
path_9d01f230,GOVERNED_BY,rule_lds,,,weak
path_cbe5f118,GOVERNED_BY,rule_lds,,,weak
path_c91ee1fc,GOVERNED_BY,rule_lds,,,weak
path_1a987fd0,GOVERNED_BY,rule_lds,,,weak
path_c085e474,GOVERNED_BY,rule_lds,,,weak
path_79a14fe0,GOVERNED_BY,rule_lds,,,weak
path_1eed0051,GOVERNED_BY,rule_lds,,,weak
path_53020192,GOVERNED_BY,rule_lds,,,weak
path_aa158898,GOVERNED_BY,rule_lds,,,weak
path_7ab9aeaa,GOVERNED_BY,rule_lds,,,weak
path_2b8b426d,GOVERNED_BY,rule_lds,,,weak
path_b241df49,GOVERNED_BY,rule_lds,,,weak
path_242d6752,GOVERNED_BY,rule_lds,,,weak
path_8cb516d6,GOVERNED_BY,rule_lds,,,weak
path_4f12dd21,GOVERNED_BY,rule_lds,,,weak
path_2c20bda5,GOVERNED_BY,rule_lds,,,weak
path_fb79883d,GOVERNED_BY,rule_lds,,,weak
path_88d98a92,GOVERNED_BY,rule_lds,,,weak
path_7c483d17,GOVERNED_BY,rule_lds,,,weak
path_5a261bc4,GOVERNED_BY,rule_lds,,,weak
path_cbdf179d,GOVERNED_BY,rule_lds,,,weak
path_76d234c9,GOVERNED_BY,rule_lds,,,weak
path_6b301eb2,GOVERNED_BY,rule_lds,,,weak
path_14160c18,GOVERNED_BY,rule_lds,,,weak
path_81d0c999,GOVERNED_BY,rule_lds,,,weak
path_792e82f9,GOVERNED_BY,rule_lds,,,weak
path_49571c72,GOVERNED_BY,rule_lds,,,weak
path_bf32b65d,GOVERNED_BY,rule_lds,,,weak
path_0a5fd1fc,GOVERNED_BY,rule_lds,,,weak
od_7dbcd306,GOVERNED_BY,rule_cdr_normal,,,strong
od_993f44b9,GOVERNED_BY,rule_cdr_normal,,,strong
od_6ac3a7fc,GOVERNED_BY,rule_cdr_normal,,,strong
od_d0e5a7fc,GOVERNED_BY,rule_cdr_normal,,,strong
od_3d1f05aa,GOVERNED_BY,rule_cdr_normal,,,strong
od_62f2d790,GOVERNED_BY,rule_cdr_normal,,,strong
od_1eeb0a6a,GOVERNED_BY,rule_cdr_normal,,,strong
od_0e0e595e,GOVERNED_BY,rule_cdr_normal,,,strong
od_817479e8,GOVERNED_BY,rule_cdr_normal,,,strong
od_9d3ae860,GOVERNED_BY,rule_cdr_normal,,,strong
od_e86d4d80,GOVERNED_BY,rule_cdr_normal,,,strong
od_2ca52c46,GOVERNED_BY,rule_cdr_normal,,,strong
od_7915d9a8,GOVERNED_BY,rule_cdr_normal,,,strong
od_f6160972,GOVERNED_BY,rule_cdr_normal,,,strong
od_ad8423d3,GOVERNED_BY,rule_cdr_normal,,,strong
od_b83248f6,GOVERNED_BY,rule_cdr_normal,,,strong
od_4eb97c95,GOVERNED_BY,rule_cdr_normal,,,strong
od_ce972a26,GOVERNED_BY,rule_cdr_normal,,,strong
od_2b6dbab4,GOVERNED_BY,rule_cdr_normal,,,strong
od_94dfbbf3,GOVERNED_BY,rule_cdr_normal,,,strong
od_597b00d9,GOVERNED_BY,rule_cdr_normal,,,strong
od_8a8c487d,GOVERNED_BY,rule_cdr_normal,,,strong
od_c6df9806,GOVERNED_BY,rule_cdr_normal,,,strong
od_5ffecd4f,GOVERNED_BY,rule_cdr_normal,,,strong
od_f0b926f5,GOVERNED_BY,rule_cdr_normal,,,strong
od_9480295a,GOVERNED_BY,rule_cdr_normal,,,strong
od_53299385,GOVERNED_BY,rule_cdr_normal,,,strong
od_39557012,GOVERNED_BY,rule_cdr_normal,,,strong
od_7c67cd8a,GOVERNED_BY,rule_cdr_normal,,,strong
od_b68acade,GOVERNED_BY,rule_cdr_normal,,,strong
od_42514ab9,GOVERNED_BY,rule_cdr_normal,,,strong
od_58543d8b,GOVERNED_BY,rule_cdr_normal,,,strong
od_5891f7e2,GOVERNED_BY,rule_cdr_normal,,,strong
od_f6bcc92a,GOVERNED_BY,rule_cdr_normal,,,strong
od_eab69bd7,GOVERNED_BY,rule_cdr_normal,,,strong
od_2df77779,GOVERNED_BY,rule_cdr_normal,,,strong
od_647da0d0,GOVERNED_BY,rule_cdr_normal,,,strong
od_8b6f6fd6,GOVERNED_BY,rule_cdr_normal,,,strong
od_3001957b,GOVERNED_BY,rule_cdr_normal,,,strong
od_2bb36834,GOVERNED_BY,rule_cdr_normal,,,strong
od_c96d1c44,GOVERNED_BY,rule_cdr_normal,,,strong
od_793e8bdf,GOVERNED_BY,rule_cdr_normal,,,strong
od_fc951f9e,GOVERNED_BY,rule_cdr_normal,,,strong
od_e6762be5,GOVERNED_BY,rule_cdr_normal,,,strong
od_9630d3c6,GOVERNED_BY,rule_cdr_normal,,,strong
od_d4a9aa5b,GOVERNED_BY,rule_cdr_normal,,,strong
od_a7b50dc6,GOVERNED_BY,rule_cdr_normal,,,strong
od_fb46fd4f,GOVERNED_BY,rule_cdr_normal,,,strong
od_c11ecc4e,GOVERNED_BY,rule_cdr_normal,,,strong
od_527dc93c,GOVERNED_BY,rule_cdr_normal,,,strong
od_8e2d1b88,GOVERNED_BY,rule_cdr_normal,,,strong
od_05ec9be8,GOVERNED_BY,rule_cdr_normal,,,strong
od_7ec9314c,GOVERNED_BY,rule_cdr_normal,,,strong
od_0cbf7b14,GOVERNED_BY,rule_cdr_normal,,,strong
od_3075ed46,GOVERNED_BY,rule_cdr_normal,,,strong
od_a06e8a55,GOVERNED_BY,rule_cdr_normal,,,strong
od_d2908945,GOVERNED_BY,rule_cdr_normal,,,strong
od_e2cd61cf,GOVERNED_BY,rule_cdr_normal,,,strong
od_828bd175,GOVERNED_BY,rule_cdr_normal,,,strong
od_1caadd1c,GOVERNED_BY,rule_cdr_normal,,,strong
od_37057b89,GOVERNED_BY,rule_cdr_normal,,,strong
od_67362b99,GOVERNED_BY,rule_cdr_normal,,,strong
od_f4c76b88,GOVERNED_BY,rule_cdr_normal,,,strong
od_ddf8bb28,GOVERNED_BY,rule_cdr_normal,,,strong
od_fbdd9263,GOVERNED_BY,rule_cdr_normal,,,strong
od_ecd66887,GOVERNED_BY,rule_cdr_normal,,,strong
od_81481540,GOVERNED_BY,rule_cdr_normal,,,strong
od_73272b2c,GOVERNED_BY,rule_cdr_normal,,,strong
od_cdb96b20,GOVERNED_BY,rule_cdr_normal,,,strong
od_e95c1525,GOVERNED_BY,rule_cdr_normal,,,strong
od_7f986b37,GOVERNED_BY,rule_cdr_normal,,,strong
od_53b9a50f,GOVERNED_BY,rule_cdr_normal,,,strong
od_cf350ebf,GOVERNED_BY,rule_cdr_normal,,,strong
od_8917262f,GOVERNED_BY,rule_cdr_normal,,,strong
od_e9f0d51c,GOVERNED_BY,rule_cdr_normal,,,strong
od_8bb205ab,GOVERNED_BY,rule_cdr_normal,,,strong
od_d0c5fa1e,GOVERNED_BY,rule_cdr_normal,,,strong
od_6300f1b3,GOVERNED_BY,rule_cdr_normal,,,strong
od_4b8180f4,GOVERNED_BY,rule_cdr_normal,,,strong
od_c71574f7,GOVERNED_BY,rule_cdr_normal,,,strong
od_565767a4,GOVERNED_BY,rule_cdr_normal,,,strong
od_fb3a2e2c,GOVERNED_BY,rule_cdr_normal,,,strong
od_b8717a7d,GOVERNED_BY,rule_cdr_normal,,,strong
od_572ee8fc,GOVERNED_BY,rule_cdr_normal,,,strong
od_df75bb79,GOVERNED_BY,rule_cdr_normal,,,strong
od_3933b33a,GOVERNED_BY,rule_cdr_normal,,,strong
od_a0f1f7f9,GOVERNED_BY,rule_cdr_normal,,,strong
od_c86b0d5c,GOVERNED_BY,rule_cdr_normal,,,strong
od_c8d7c7ae,GOVERNED_BY,rule_cdr_normal,,,strong
od_b4b12fed,GOVERNED_BY,rule_cdr_normal,,,strong
od_c29c27c4,GOVERNED_BY,rule_cdr_normal,,,strong
od_a41dfbe3,GOVERNED_BY,rule_cdr_normal,,,strong
od_077da19b,GOVERNED_BY,rule_cdr_normal,,,strong
od_ac917e95,GOVERNED_BY,rule_cdr_normal,,,strong
od_67a26ba2,GOVERNED_BY,rule_cdr_normal,,,strong
od_dd20e3c1,GOVERNED_BY,rule_cdr_normal,,,strong
od_0d1a1ec0,GOVERNED_BY,rule_cdr_normal,,,strong
od_4baae28b,GOVERNED_BY,rule_cdr_normal,,,strong
od_0fa1061c,GOVERNED_BY,rule_cdr_normal,,,strong
od_4009f22b,GOVERNED_BY,rule_cdr_normal,,,strong
od_0760d8b3,GOVERNED_BY,rule_cdr_normal,,,strong
od_84f4685d,GOVERNED_BY,rule_cdr_normal,,,strong
od_cdbabc78,GOVERNED_BY,rule_cdr_normal,,,strong
od_34891745,GOVERNED_BY,rule_cdr_normal,,,strong
od_7e94c373,GOVERNED_BY,rule_cdr_normal,,,strong
od_8e48d7e3,GOVERNED_BY,rule_cdr_normal,,,strong
od_fae3b1fa,GOVERNED_BY,rule_cdr_normal,,,strong
od_112701fd,GOVERNED_BY,rule_cdr_normal,,,strong
od_c866260d,GOVERNED_BY,rule_cdr_normal,,,strong
od_b1a7519b,GOVERNED_BY,rule_cdr_normal,,,strong
od_5fe5d4d2,GOVERNED_BY,rule_cdr_normal,,,strong
od_a4919d4b,GOVERNED_BY,rule_cdr_normal,,,strong
od_fd359e6a,GOVERNED_BY,rule_cdr_normal,,,strong
od_c8c174ea,GOVERNED_BY,rule_cdr_normal,,,strong
od_04e4b131,GOVERNED_BY,rule_cdr_normal,,,strong
od_7c54980c,GOVERNED_BY,rule_cdr_normal,,,strong
od_c28ba33c,GOVERNED_BY,rule_cdr_normal,,,strong
od_421c1944,GOVERNED_BY,rule_cdr_normal,,,strong
od_aa8632a8,GOVERNED_BY,rule_cdr_normal,,,strong
od_f3f41e75,GOVERNED_BY,rule_cdr_normal,,,strong
od_3b01287f,GOVERNED_BY,rule_cdr_normal,,,strong
od_361a57c0,GOVERNED_BY,rule_cdr_normal,,,strong
od_e4b6a442,GOVERNED_BY,rule_cdr_normal,,,strong
